Timings,Voltage [V],Current Corrected [A] ,Power [W],Status,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,TimeSeconds
00:54:59,5.0,0.196,0.98,At Work (In the Office),,,,,,,3299.0
00:55:00,5.0,0.232,1.16,At Work (In the Office),,,,,,,3300.0
00:55:01,5.0,0.2,1.0,At Work (In the Office),,,,,,,3301.0
00:55:02,5.0,0.235,1.18,At Work (In the Office),,,,,,,3302.0
00:55:03,5.0,0.204,1.02,At Work (In the Office),,,,,,,3303.0
00:55:04,5.0,0.196,0.98,At Work (In the Office),,,,,,,3304.0
00:55:05,5.0,0.21,1.05,At Work (In the Office),,,,,,,3305.0
00:55:06,5.0,0.223,1.12,At Work (In the Office),,,,,,,3306.0
00:55:07,5.0,0.205,1.03,At Work (In the Office),,,,,,,3307.0
00:55:08,5.0,0.204,1.02,At Work (In the Office),,,,,,,3308.0
00:55:09,5.0,0.195,0.975,At Work (In the Office),,,,,,,3309.0
00:55:10,5.0,0.205,1.03,At Work (In the Office),,,,,,,3310.0
00:55:11,5.0,0.2,1.0,At Work (In the Office),,,,,,,3311.0
00:55:12,5.0,0.198,0.99,At Work (In the Office),,,,,,,3312.0
00:55:13,5.0,0.214,1.07,At Work (In the Office),,,,,,,3313.0
00:55:14,5.0,0.236,1.18,At Work (In the Office),,,,,,,3314.0
00:55:15,5.0,0.242,1.21,At Work (In the Office),,,,,,,3315.0
00:55:16,5.0,0.232,1.16,At Work (In the Office),,,,,,,3316.0
00:55:17,5.0,0.229,1.15,At Work (In the Office),,,,,,,3317.0
00:55:18,5.0,0.208,1.04,At Work (In the Office),,,,,,,3318.0
00:55:19,5.0,0.2,1.0,At Work (In the Office),,,,,,,3319.0
00:55:20,5.0,0.204,1.02,At Work (In the Office),,,,,,,3320.0
00:55:21,5.0,0.264,1.32,At Work (In the Office),,,,,,,3321.0
00:55:22,5.0,0.2,1.0,At Work (In the Office),,,,,,,3322.0
00:55:23,5.0,0.233,1.17,At Work (In the Office),,,,,,,3323.0
00:55:24,5.0,0.196,0.98,At Work (In the Office),,,,,,,3324.0
00:55:25,5.0,0.204,1.02,At Work (In the Office),,,,,,,3325.0
00:55:26,5.0,0.242,1.21,At Work (In the Office),,,,,,,3326.0
00:55:27,5.0,0.223,1.12,At Work (In the Office),,,,,,,3327.0
00:55:28,5.0,0.235,1.18,At Work (In the Office),,,,,,,3328.0
00:55:29,5.0,0.225,1.13,At Work (In the Office),,,,,,,3329.0
00:55:30,5.0,0.216,1.08,At Work (In the Office),,,,,,,3330.0
00:55:31,5.0,0.228,1.14,At Work (In the Office),,,,,,,3331.0
00:55:32,5.0,0.223,1.12,At Work (In the Office),,,,,,,3332.0
00:55:33,5.0,0.196,0.98,At Work (In the Office),,,,,,,3333.0
00:55:34,5.0,0.24,1.2,At Work (In the Office),,,,,,,3334.0
00:55:35,5.0,0.213,1.07,At Work (In the Office),,,,,,,3335.0
00:55:36,5.0,0.211,1.06,At Work (In the Office),,,,,,,3336.0
00:55:37,5.0,0.222,1.11,At Work (In the Office),,,,,,,3337.0
00:55:38,5.0,0.198,0.99,At Work (In the Office),,,,,,,3338.0
00:55:39,5.0,0.265,1.33,At Work (In the Office),,,,,,,3339.0
00:55:40,5.0,0.239,1.2,At Work (In the Office),,,,,,,3340.0
00:55:41,5.0,0.203,1.02,At Work (In the Office),,,,,,,3341.0
00:55:42,5.0,0.198,0.99,At Work (In the Office),,,,,,,3342.0
00:55:43,5.0,0.2,1.0,At Work (In the Office),,,,,,,3343.0
00:55:44,5.0,0.199,0.995,At Work (In the Office),,,,,,,3344.0
00:55:45,5.0,0.195,0.975,At Work (In the Office),,,,,,,3345.0
00:55:46,5.0,0.198,0.99,At Work (In the Office),,,,,,,3346.0
00:55:47,5.0,0.232,1.16,At Work (In the Office),,,,,,,3347.0
00:55:48,5.0,0.196,0.98,At Work (In the Office),,,,,,,3348.0
00:55:49,5.0,0.221,1.11,At Work (In the Office),,,,,,,3349.0
00:55:50,5.0,0.233,1.17,At Work (In the Office),,,,,,,3350.0
00:55:51,5.0,0.202,1.01,At Work (In the Office),,,,,,,3351.0
00:55:52,5.0,0.206,1.03,At Work (In the Office),,,,,,,3352.0
00:55:53,5.0,0.196,0.98,At Work (In the Office),,,,,,,3353.0
00:55:54,5.0,0.224,1.12,At Work (In the Office),,,,,,,3354.0
00:55:55,5.0,0.195,0.975,At Work (In the Office),,,,,,,3355.0
00:55:56,5.0,0.202,1.01,At Work (In the Office),,,,,,,3356.0
00:55:57,5.0,0.208,1.04,At Work (In the Office),,,,,,,3357.0
00:55:58,5.0,0.199,0.995,At Work (In the Office),,,,,,,3358.0
00:55:59,5.0,0.223,1.12,At Work (In the Office),,,,,,,3359.0
00:56:00,5.0,0.207,1.04,At Work (In the Office),,,,,,,3360.0
00:56:01,5.0,0.2,1.0,At Work (In the Office),,,,,,,3361.0
00:56:02,5.0,0.232,1.16,At Work (In the Office),,,,,,,3362.0
00:56:03,5.0,0.199,0.995,At Work (In the Office),,,,,,,3363.0
00:56:04,5.0,0.2,1.0,At Work (In the Office),,,,,,,3364.0
00:56:05,5.0,0.226,1.13,At Work (In the Office),,,,,,,3365.0
00:56:06,5.0,0.223,1.12,At Work (In the Office),,,,,,,3366.0
00:56:07,5.0,0.196,0.98,At Work (In the Office),,,,,,,3367.0
00:56:08,5.0,0.225,1.13,At Work (In the Office),,,,,,,3368.0
00:56:09,5.0,0.208,1.04,At Work (In the Office),,,,,,,3369.0
00:56:10,5.0,0.209,1.05,At Work (In the Office),,,,,,,3370.0
00:56:11,5.0,0.202,1.01,At Work (In the Office),,,,,,,3371.0
00:56:12,5.0,0.195,0.975,At Work (In the Office),,,,,,,3372.0
00:56:13,5.0,0.226,1.13,At Work (In the Office),,,,,,,3373.0
00:56:14,5.0,0.2,1.0,At Work (In the Office),,,,,,,3374.0
00:56:15,5.0,0.232,1.16,At Work (In the Office),,,,,,,3375.0
00:56:16,5.0,0.211,1.06,At Work (In the Office),,,,,,,3376.0
00:56:17,5.0,0.196,0.98,At Work (In the Office),,,,,,,3377.0
00:56:18,5.0,0.203,1.02,At Work (In the Office),,,,,,,3378.0
00:56:19,5.0,0.196,0.98,At Work (In the Office),,,,,,,3379.0
00:56:20,5.0,0.199,0.995,At Work (In the Office),,,,,,,3380.0
00:56:21,5.0,0.235,1.18,At Work (In the Office),,,,,,,3381.0
00:56:22,5.0,0.196,0.98,At Work (In the Office),,,,,,,3382.0
00:56:23,5.0,0.239,1.2,At Work (In the Office),,,,,,,3383.0
00:56:24,5.0,0.204,1.02,At Work (In the Office),,,,,,,3384.0
00:56:25,5.0,0.221,1.11,At Work (In the Office),,,,,,,3385.0
00:56:26,5.0,0.213,1.07,At Work (In the Office),,,,,,,3386.0
00:56:27,5.0,0.198,0.99,At Work (In the Office),,,,,,,3387.0
00:56:28,5.0,0.226,1.13,At Work (In the Office),,,,,,,3388.0
00:56:29,5.0,0.266,1.33,At Work (In the Office),,,,,,,3389.0
00:56:30,5.0,0.246,1.23,At Work (In the Office),,,,,,,3390.0
00:56:31,5.0,0.204,1.02,At Work (In the Office),,,,,,,3391.0
00:56:32,5.0,0.202,1.01,At Work (In the Office),,,,,,,3392.0
00:56:33,5.0,0.203,1.02,At Work (In the Office),,,,,,,3393.0
00:56:34,5.0,0.208,1.04,At Work (In the Office),,,,,,,3394.0
00:56:35,5.0,0.199,0.995,At Work (In the Office),,,,,,,3395.0
00:56:36,5.0,0.208,1.04,At Work (In the Office),,,,,,,3396.0
00:56:37,5.0,0.202,1.01,At Work (In the Office),,,,,,,3397.0
00:56:38,5.0,0.199,0.995,At Work (In the Office),,,,,,,3398.0
00:56:39,5.0,0.196,0.98,At Work (In the Office),,,,,,,3399.0
00:56:40,5.0,0.199,0.995,At Work (In the Office),,,,,,,3400.0
00:56:41,5.0,0.195,0.975,At Work (In the Office),,,,,,,3401.0
00:56:42,5.0,0.207,1.04,At Work (In the Office),,,,,,,3402.0
00:56:43,5.0,0.232,1.16,At Work (In the Office),,,,,,,3403.0
00:56:44,5.0,0.211,1.06,At Work (In the Office),,,,,,,3404.0
00:56:45,5.0,0.201,1.01,At Work (In the Office),,,,,,,3405.0
00:56:46,5.0,0.196,0.98,At Work (In the Office),,,,,,,3406.0
00:56:47,5.0,0.228,1.14,At Work (In the Office),,,,,,,3407.0
00:56:48,5.0,0.262,1.31,At Work (In the Office),,,,,,,3408.0
00:56:49,5.0,0.225,1.13,At Work (In the Office),,,,,,,3409.0
00:56:50,5.0,0.202,1.01,At Work (In the Office),,,,,,,3410.0
00:56:51,5.0,0.196,0.98,At Work (In the Office),,,,,,,3411.0
00:56:52,5.0,0.204,1.02,At Work (In the Office),,,,,,,3412.0
00:56:53,5.0,0.195,0.975,At Work (In the Office),,,,,,,3413.0
00:56:54,5.0,0.214,1.07,At Work (In the Office),,,,,,,3414.0
00:56:55,5.0,0.265,1.33,At Work (In the Office),,,,,,,3415.0
00:56:56,5.0,0.223,1.12,At Work (In the Office),,,,,,,3416.0
00:56:57,5.0,0.214,1.07,At Work (In the Office),,,,,,,3417.0
00:56:58,5.0,0.231,1.16,At Work (In the Office),,,,,,,3418.0
00:56:59,5.0,0.222,1.11,At Work (In the Office),,,,,,,3419.0
00:57:00,5.0,0.203,1.02,At Work (In the Office),,,,,,,3420.0
00:57:01,5.0,0.23,1.15,At Work (In the Office),,,,,,,3421.0
00:57:02,5.0,0.225,1.13,At Work (In the Office),,,,,,,3422.0
00:57:03,5.0,0.232,1.16,At Work (In the Office),,,,,,,3423.0
00:57:04,5.0,0.221,1.11,At Work (In the Office),,,,,,,3424.0
00:57:05,5.0,0.208,1.04,At Work (In the Office),,,,,,,3425.0
00:57:06,5.0,0.2,1.0,At Work (In the Office),,,,,,,3426.0
00:57:07,5.0,0.199,0.995,At Work (In the Office),,,,,,,3427.0
00:57:08,5.0,0.211,1.06,At Work (In the Office),,,,,,,3428.0
00:57:09,5.0,0.199,0.995,At Work (In the Office),,,,,,,3429.0
00:57:10,5.0,0.205,1.03,At Work (In the Office),,,,,,,3430.0
00:57:11,5.0,0.199,0.995,At Work (In the Office),,,,,,,3431.0
00:57:12,5.0,0.232,1.16,At Work (In the Office),,,,,,,3432.0
00:57:13,5.0,0.199,0.995,At Work (In the Office),,,,,,,3433.0
00:57:14,5.0,0.199,0.995,At Work (In the Office),,,,,,,3434.0
00:57:15,5.0,0.232,1.16,At Work (In the Office),,,,,,,3435.0
00:57:16,5.0,0.245,1.23,At Work (In the Office),,,,,,,3436.0
00:57:17,5.0,0.196,0.98,At Work (In the Office),,,,,,,3437.0
00:57:18,5.0,0.212,1.06,At Work (In the Office),,,,,,,3438.0
00:57:19,5.0,0.199,0.995,At Work (In the Office),,,,,,,3439.0
00:57:20,5.0,0.196,0.98,At Work (In the Office),,,,,,,3440.0
00:57:21,5.0,0.212,1.06,At Work (In the Office),,,,,,,3441.0
00:57:22,5.0,0.195,0.975,At Work (In the Office),,,,,,,3442.0
00:57:23,5.0,0.232,1.16,At Work (In the Office),,,,,,,3443.0
00:57:24,5.0,0.198,0.99,At Work (In the Office),,,,,,,3444.0
00:57:25,5.0,0.197,0.985,At Work (In the Office),,,,,,,3445.0
00:57:26,5.0,0.228,1.14,At Work (In the Office),,,,,,,3446.0
00:57:27,5.0,0.195,0.975,At Work (In the Office),,,,,,,3447.0
00:57:28,5.0,0.202,1.01,At Work (In the Office),,,,,,,3448.0
00:57:29,5.0,0.204,1.02,At Work (In the Office),,,,,,,3449.0
00:57:30,5.0,0.199,0.995,At Work (In the Office),,,,,,,3450.0
00:57:31,5.0,0.215,1.08,At Work (In the Office),,,,,,,3451.0
00:57:32,5.0,0.196,0.98,At Work (In the Office),,,,,,,3452.0
00:57:33,5.0,0.22,1.1,At Work (In the Office),,,,,,,3453.0
00:57:34,5.0,0.208,1.04,At Work (In the Office),,,,,,,3454.0
00:57:35,5.0,0.199,0.995,At Work (In the Office),,,,,,,3455.0
00:57:36,5.0,0.201,1.01,At Work (In the Office),,,,,,,3456.0
00:57:37,5.0,0.223,1.12,At Work (In the Office),,,,,,,3457.0
00:57:38,5.0,0.228,1.14,At Work (In the Office),,,,,,,3458.0
00:57:39,5.0,0.203,1.02,At Work (In the Office),,,,,,,3459.0
00:57:40,5.0,0.199,0.995,At Work (In the Office),,,,,,,3460.0
00:57:41,5.0,0.196,0.98,At Work (In the Office),,,,,,,3461.0
00:57:42,5.0,0.212,1.06,At Work (In the Office),,,,,,,3462.0
00:57:43,5.0,0.204,1.02,At Work (In the Office),,,,,,,3463.0
00:57:44,5.0,0.207,1.04,At Work (In the Office),,,,,,,3464.0
00:57:45,5.0,0.199,0.995,At Work (In the Office),,,,,,,3465.0
00:57:46,5.0,0.225,1.13,At Work (In the Office),,,,,,,3466.0
00:57:47,5.0,0.234,1.17,At Work (In the Office),,,,,,,3467.0
00:57:48,5.0,0.237,1.19,At Work (In the Office),,,,,,,3468.0
00:57:49,5.0,0.199,0.995,At Work (In the Office),,,,,,,3469.0
00:57:50,5.0,0.241,1.21,At Work (In the Office),,,,,,,3470.0
00:57:51,5.0,0.199,0.995,At Work (In the Office),,,,,,,3471.0
00:57:52,5.0,0.235,1.18,At Work (In the Office),,,,,,,3472.0
00:57:53,5.0,0.202,1.01,At Work (In the Office),,,,,,,3473.0
00:57:54,5.0,0.236,1.18,At Work (In the Office),,,,,,,3474.0
00:57:55,5.0,0.235,1.18,At Work (In the Office),,,,,,,3475.0
00:57:56,5.0,0.23,1.15,At Work (In the Office),,,,,,,3476.0
00:57:57,5.0,0.206,1.03,At Work (In the Office),,,,,,,3477.0
00:57:58,5.0,0.199,0.995,At Work (In the Office),,,,,,,3478.0
00:57:59,5.0,0.204,1.02,At Work (In the Office),,,,,,,3479.0
00:58:00,5.0,0.199,0.995,At Work (In the Office),,,,,,,3480.0
00:58:01,5.0,0.197,0.985,At Work (In the Office),,,,,,,3481.0
00:58:02,5.0,0.222,1.11,At Work (In the Office),,,,,,,3482.0
00:58:03,5.0,0.204,1.02,At Work (In the Office),,,,,,,3483.0
00:58:04,5.0,0.202,1.01,At Work (In the Office),,,,,,,3484.0
00:58:05,5.0,0.211,1.06,At Work (In the Office),,,,,,,3485.0
00:58:06,5.0,0.2,1.0,At Work (In the Office),,,,,,,3486.0
00:58:07,5.0,0.226,1.13,At Work (In the Office),,,,,,,3487.0
00:58:08,5.0,0.239,1.2,At Work (In the Office),,,,,,,3488.0
00:58:09,5.0,0.202,1.01,At Work (In the Office),,,,,,,3489.0
00:58:10,5.0,0.197,0.985,At Work (In the Office),,,,,,,3490.0
00:58:11,5.0,0.198,0.99,At Work (In the Office),,,,,,,3491.0
00:58:12,5.0,0.209,1.05,At Work (In the Office),,,,,,,3492.0
00:58:13,5.0,0.206,1.03,At Work (In the Office),,,,,,,3493.0
00:58:14,5.0,0.226,1.13,At Work (In the Office),,,,,,,3494.0
00:58:15,5.0,0.196,0.98,At Work (In the Office),,,,,,,3495.0
00:58:16,5.0,0.235,1.18,At Work (In the Office),,,,,,,3496.0
00:58:17,5.0,0.231,1.16,At Work (In the Office),,,,,,,3497.0
00:58:18,5.0,0.204,1.02,At Work (In the Office),,,,,,,3498.0
00:58:19,5.0,0.223,1.12,At Work (In the Office),,,,,,,3499.0
00:58:20,5.0,0.196,0.98,At Work (In the Office),,,,,,,3500.0
00:58:21,5.0,0.203,1.02,At Work (In the Office),,,,,,,3501.0
00:58:22,5.0,0.232,1.16,At Work (In the Office),,,,,,,3502.0
00:58:23,5.0,0.196,0.98,At Work (In the Office),,,,,,,3503.0
00:58:24,5.0,0.205,1.03,At Work (In the Office),,,,,,,3504.0
00:58:25,5.0,0.195,0.975,At Work (In the Office),,,,,,,3505.0
00:58:26,5.0,0.211,1.06,At Work (In the Office),,,,,,,3506.0
00:58:27,5.0,0.196,0.98,At Work (In the Office),,,,,,,3507.0
00:58:28,5.0,0.208,1.04,At Work (In the Office),,,,,,,3508.0
00:58:29,5.0,0.229,1.15,At Work (In the Office),,,,,,,3509.0
00:58:30,5.0,0.196,0.98,At Work (In the Office),,,,,,,3510.0
00:58:31,5.0,0.207,1.04,At Work (In the Office),,,,,,,3511.0
00:58:32,5.0,0.196,0.98,At Work (In the Office),,,,,,,3512.0
00:58:33,5.0,0.199,0.995,At Work (In the Office),,,,,,,3513.0
00:58:34,5.0,0.204,1.02,At Work (In the Office),,,,,,,3514.0
00:58:35,5.0,0.196,0.98,At Work (In the Office),,,,,,,3515.0
00:58:36,5.0,0.199,0.995,At Work (In the Office),,,,,,,3516.0
00:58:37,5.0,0.202,1.01,At Work (In the Office),,,,,,,3517.0
00:58:38,5.0,0.202,1.01,At Work (In the Office),,,,,,,3518.0
00:58:39,5.0,0.212,1.06,At Work (In the Office),,,,,,,3519.0
00:58:40,5.0,0.197,0.985,At Work (In the Office),,,,,,,3520.0
00:58:41,5.0,0.199,0.995,At Work (In the Office),,,,,,,3521.0
00:58:42,5.0,0.21,1.05,At Work (In the Office),,,,,,,3522.0
00:58:43,5.0,0.223,1.12,At Work (In the Office),,,,,,,3523.0
00:58:44,5.0,0.197,0.985,At Work (In the Office),,,,,,,3524.0
00:58:45,5.0,0.21,1.05,At Work (In the Office),,,,,,,3525.0
00:58:46,5.0,0.211,1.06,At Work (In the Office),,,,,,,3526.0
00:58:47,5.0,0.202,1.01,At Work (In the Office),,,,,,,3527.0
00:58:48,5.0,0.203,1.02,At Work (In the Office),,,,,,,3528.0
00:58:49,5.0,0.231,1.16,At Work (In the Office),,,,,,,3529.0
00:58:50,5.0,0.214,1.07,At Work (In the Office),,,,,,,3530.0
00:58:51,5.0,0.222,1.11,At Work (In the Office),,,,,,,3531.0
00:58:52,5.0,0.209,1.05,At Work (In the Office),,,,,,,3532.0
00:58:53,5.0,0.216,1.08,At Work (In the Office),,,,,,,3533.0
00:58:54,5.0,0.23,1.15,At Work (In the Office),,,,,,,3534.0
00:58:55,5.0,0.223,1.12,At Work (In the Office),,,,,,,3535.0
00:58:56,5.0,0.223,1.12,At Work (In the Office),,,,,,,3536.0
00:58:57,5.0,0.198,0.99,At Work (In the Office),,,,,,,3537.0
00:58:58,5.0,0.205,1.03,At Work (In the Office),,,,,,,3538.0
00:58:59,5.0,0.195,0.975,At Work (In the Office),,,,,,,3539.0
00:59:00,5.0,0.207,1.04,At Work (In the Office),,,,,,,3540.0
00:59:01,5.0,0.196,0.98,At Work (In the Office),,,,,,,3541.0
00:59:02,5.0,0.222,1.11,At Work (In the Office),,,,,,,3542.0
00:59:03,5.0,0.223,1.12,At Work (In the Office),,,,,,,3543.0
00:59:04,5.0,0.196,0.98,At Work (In the Office),,,,,,,3544.0
00:59:05,5.0,0.204,1.02,At Work (In the Office),,,,,,,3545.0
00:59:06,5.0,0.196,0.98,At Work (In the Office),,,,,,,3546.0
00:59:07,5.0,0.199,0.995,At Work (In the Office),,,,,,,3547.0
00:59:08,5.0,0.223,1.12,At Work (In the Office),,,,,,,3548.0
00:59:09,5.0,0.197,0.985,At Work (In the Office),,,,,,,3549.0
00:59:10,5.0,0.202,1.01,At Work (In the Office),,,,,,,3550.0
00:59:11,5.0,0.207,1.04,At Work (In the Office),,,,,,,3551.0
00:59:12,5.0,0.222,1.11,At Work (In the Office),,,,,,,3552.0
00:59:13,5.0,0.208,1.04,At Work (In the Office),,,,,,,3553.0
00:59:14,5.0,0.2,1.0,At Work (In the Office),,,,,,,3554.0
00:59:15,5.0,0.199,0.995,At Work (In the Office),,,,,,,3555.0
00:59:16,5.0,0.204,1.02,At Work (In the Office),,,,,,,3556.0
00:59:17,5.0,0.226,1.13,At Work (In the Office),,,,,,,3557.0
00:59:18,5.0,0.228,1.14,At Work (In the Office),,,,,,,3558.0
00:59:19,5.0,0.228,1.14,At Work (In the Office),,,,,,,3559.0
00:59:20,5.0,0.199,0.995,At Work (In the Office),,,,,,,3560.0
00:59:21,5.0,0.205,1.03,At Work (In the Office),,,,,,,3561.0
00:59:22,5.0,0.2,1.0,At Work (In the Office),,,,,,,3562.0
00:59:23,5.0,0.195,0.975,At Work (In the Office),,,,,,,3563.0
00:59:24,5.0,0.211,1.06,At Work (In the Office),,,,,,,3564.0
00:59:25,5.0,0.232,1.16,At Work (In the Office),,,,,,,3565.0
00:59:26,5.0,0.209,1.05,At Work (In the Office),,,,,,,3566.0
00:59:27,5.0,0.213,1.07,At Work (In the Office),,,,,,,3567.0
00:59:28,5.0,0.228,1.14,At Work (In the Office),,,,,,,3568.0
00:59:29,5.0,0.203,1.02,At Work (In the Office),,,,,,,3569.0
00:59:30,5.0,0.197,0.985,At Work (In the Office),,,,,,,3570.0
00:59:31,5.0,0.199,0.995,At Work (In the Office),,,,,,,3571.0
00:59:32,5.0,0.204,1.02,At Work (In the Office),,,,,,,3572.0
00:59:33,5.0,0.195,0.975,At Work (In the Office),,,,,,,3573.0
00:59:34,5.0,0.246,1.23,At Work (In the Office),,,,,,,3574.0
00:59:35,5.0,0.266,1.33,At Work (In the Office),,,,,,,3575.0
00:59:36,5.0,0.199,0.995,At Work (In the Office),,,,,,,3576.0
00:59:37,5.0,0.211,1.06,At Work (In the Office),,,,,,,3577.0
00:59:38,5.0,0.232,1.16,At Work (In the Office),,,,,,,3578.0
00:59:39,5.0,0.21,1.05,At Work (In the Office),,,,,,,3579.0
00:59:40,5.0,0.195,0.975,At Work (In the Office),,,,,,,3580.0
00:59:41,5.0,0.199,0.995,At Work (In the Office),,,,,,,3581.0
00:59:42,5.0,0.232,1.16,At Work (In the Office),,,,,,,3582.0
00:59:43,5.0,0.199,0.995,At Work (In the Office),,,,,,,3583.0
00:59:44,5.0,0.199,0.995,At Work (In the Office),,,,,,,3584.0
00:59:45,5.0,0.207,1.04,At Work (In the Office),,,,,,,3585.0
00:59:46,5.0,0.22,1.1,At Work (In the Office),,,,,,,3586.0
00:59:47,5.0,0.208,1.04,At Work (In the Office),,,,,,,3587.0
00:59:48,5.0,0.199,0.995,At Work (In the Office),,,,,,,3588.0
00:59:49,5.0,0.199,0.995,At Work (In the Office),,,,,,,3589.0
00:59:50,5.0,0.235,1.18,At Work (In the Office),,,,,,,3590.0
00:59:51,5.0,0.199,0.995,At Work (In the Office),,,,,,,3591.0
00:59:52,5.0,0.195,0.975,At Work (In the Office),,,,,,,3592.0
00:59:53,5.0,0.198,0.99,At Work (In the Office),,,,,,,3593.0
00:59:54,5.0,0.222,1.11,At Work (In the Office),,,,,,,3594.0
00:59:55,5.0,0.237,1.19,At Work (In the Office),,,,,,,3595.0
00:59:56,5.0,0.199,0.995,At Work (In the Office),,,,,,,3596.0
00:59:57,5.0,0.195,0.975,At Work (In the Office),,,,,,,3597.0
00:59:58,5.0,0.211,1.06,At Work (In the Office),,,,,,,3598.0
00:59:59,5.0,0.224,1.12,At Work (In the Office),,,,,,,3599.0
01:00:00,5.0,0.214,1.07,At Work (In the Office),,,,,,,3600.0
01:00:01,5.0,0.239,1.2,At Work (In the Office),,,,,,,3601.0
01:00:02,5.0,0.195,0.975,At Work (In the Office),,,,,,,3602.0
01:00:03,5.0,0.201,1.01,At Work (In the Office),,,,,,,3603.0
01:00:04,5.0,0.195,0.975,At Work (In the Office),,,,,,,3604.0
01:00:05,5.0,0.203,1.02,At Work (In the Office),,,,,,,3605.0
01:00:06,5.0,0.205,1.03,At Work (In the Office),,,,,,,3606.0
01:00:07,5.0,0.195,0.975,At Work (In the Office),,,,,,,3607.0
01:00:08,5.0,0.227,1.14,At Work (In the Office),,,,,,,3608.0
01:00:09,5.0,0.195,0.975,At Work (In the Office),,,,,,,3609.0
01:00:10,5.0,0.199,0.995,At Work (In the Office),,,,,,,3610.0
01:00:11,5.0,0.226,1.13,At Work (In the Office),,,,,,,3611.0
01:00:12,5.0,0.235,1.18,At Work (In the Office),,,,,,,3612.0
01:00:13,5.0,0.205,1.03,At Work (In the Office),,,,,,,3613.0
01:00:14,5.0,0.196,0.98,At Work (In the Office),,,,,,,3614.0
01:00:15,5.0,0.205,1.03,At Work (In the Office),,,,,,,3615.0
01:00:16,5.0,0.232,1.16,At Work (In the Office),,,,,,,3616.0
01:00:17,5.0,0.199,0.995,At Work (In the Office),,,,,,,3617.0
01:00:18,5.0,0.24,1.2,At Work (In the Office),,,,,,,3618.0
01:00:19,5.0,0.208,1.04,At Work (In the Office),,,,,,,3619.0
01:00:20,5.0,0.204,1.02,At Work (In the Office),,,,,,,3620.0
01:00:21,5.0,0.208,1.04,At Work (In the Office),,,,,,,3621.0
01:00:22,5.0,0.199,0.995,At Work (In the Office),,,,,,,3622.0
01:00:23,5.0,0.197,0.985,At Work (In the Office),,,,,,,3623.0
01:00:24,5.0,0.231,1.16,At Work (In the Office),,,,,,,3624.0
01:00:25,5.0,0.221,1.11,At Work (In the Office),,,,,,,3625.0
01:00:26,5.0,0.207,1.04,At Work (In the Office),,,,,,,3626.0
01:00:27,5.0,0.199,0.995,At Work (In the Office),,,,,,,3627.0
01:00:28,5.0,0.195,0.975,At Work (In the Office),,,,,,,3628.0
01:00:29,5.0,0.208,1.04,At Work (In the Office),,,,,,,3629.0
01:00:30,5.0,0.199,0.995,At Work (In the Office),,,,,,,3630.0
01:00:31,5.0,0.195,0.975,At Work (In the Office),,,,,,,3631.0
01:00:32,5.0,0.211,1.06,At Work (In the Office),,,,,,,3632.0
01:00:33,5.0,0.195,0.975,At Work (In the Office),,,,,,,3633.0
01:00:34,5.0,0.21,1.05,At Work (In the Office),,,,,,,3634.0
01:00:35,5.0,0.202,1.01,At Work (In the Office),,,,,,,3635.0
01:00:36,5.0,0.195,0.975,At Work (In the Office),,,,,,,3636.0
01:00:37,5.0,0.204,1.02,At Work (In the Office),,,,,,,3637.0
01:00:38,5.0,0.195,0.975,At Work (In the Office),,,,,,,3638.0
01:00:39,5.0,0.199,0.995,At Work (In the Office),,,,,,,3639.0
01:00:40,5.0,0.203,1.02,At Work (In the Office),,,,,,,3640.0
01:00:41,5.0,0.198,0.99,At Work (In the Office),,,,,,,3641.0
01:00:42,5.0,0.231,1.16,At Work (In the Office),,,,,,,3642.0
01:00:43,5.0,0.196,0.98,At Work (In the Office),,,,,,,3643.0
01:00:44,5.0,0.199,0.995,At Work (In the Office),,,,,,,3644.0
01:00:45,5.0,0.208,1.04,At Work (In the Office),,,,,,,3645.0
01:00:46,5.0,0.199,0.995,At Work (In the Office),,,,,,,3646.0
01:00:47,5.0,0.229,1.15,At Work (In the Office),,,,,,,3647.0
01:00:48,5.0,0.196,0.98,At Work (In the Office),,,,,,,3648.0
01:00:49,5.0,0.199,0.995,At Work (In the Office),,,,,,,3649.0
01:00:50,5.0,0.231,1.16,At Work (In the Office),,,,,,,3650.0
01:00:51,5.0,0.229,1.15,At Work (In the Office),,,,,,,3651.0
01:00:52,5.0,0.198,0.99,At Work (In the Office),,,,,,,3652.0
01:00:53,5.0,0.205,1.03,At Work (In the Office),,,,,,,3653.0
01:00:54,5.0,0.199,0.995,At Work (In the Office),,,,,,,3654.0
01:00:55,5.0,0.214,1.07,At Work (In the Office),,,,,,,3655.0
01:00:56,5.0,0.22,1.1,At Work (In the Office),,,,,,,3656.0
01:00:57,5.0,0.201,1.01,At Work (In the Office),,,,,,,3657.0
01:00:58,5.0,0.209,1.05,At Work (In the Office),,,,,,,3658.0
01:00:59,5.0,0.227,1.14,At Work (In the Office),,,,,,,3659.0
01:01:00,5.0,0.197,0.985,At Work (In the Office),,,,,,,3660.0
01:01:01,5.0,0.22,1.1,At Work (In the Office),,,,,,,3661.0
01:01:02,5.0,0.198,0.99,At Work (In the Office),,,,,,,3662.0
01:01:03,5.0,0.223,1.12,At Work (In the Office),,,,,,,3663.0
01:01:04,5.0,0.231,1.16,At Work (In the Office),,,,,,,3664.0
