Timings,Voltage [V],Current Corrected [A] ,Power [W],Status,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,TimeSeconds
00:22:52,5.0,0.231,1.16,At Work (In the Office),,,,,,,1372.0
00:22:53,5.0,0.232,1.16,At Work (In the Office),,,,,,,1373.0
00:22:54,5.0,0.195,0.975,At Work (In the Office),,,,,,,1374.0
00:22:55,5.0,0.201,1.01,At Work (In the Office),,,,,,,1375.0
00:22:56,5.0,0.195,0.975,At Work (In the Office),,,,,,,1376.0
00:22:57,5.0,0.198,0.99,At Work (In the Office),,,,,,,1377.0
00:22:58,5.0,0.198,0.99,At Work (In the Office),,,,,,,1378.0
00:22:59,5.0,0.195,0.975,At Work (In the Office),,,,,,,1379.0
00:23:00,5.0,0.207,1.04,At Work (In the Office),,,,,,,1380.0
00:23:01,5.0,0.195,0.975,At Work (In the Office),,,,,,,1381.0
00:23:02,5.0,0.199,0.995,At Work (In the Office),,,,,,,1382.0
00:23:03,5.0,0.21,1.05,At Work (In the Office),,,,,,,1383.0
00:23:04,5.0,0.196,0.98,At Work (In the Office),,,,,,,1384.0
00:23:05,5.0,0.205,1.03,At Work (In the Office),,,,,,,1385.0
00:23:06,5.0,0.195,0.975,At Work (In the Office),,,,,,,1386.0
00:23:07,5.0,0.201,1.01,At Work (In the Office),,,,,,,1387.0
00:23:08,5.0,0.196,0.98,At Work (In the Office),,,,,,,1388.0
00:23:09,5.0,0.198,0.99,At Work (In the Office),,,,,,,1389.0
00:23:10,5.0,0.198,0.99,At Work (In the Office),,,,,,,1390.0
00:23:11,5.0,0.206,1.03,At Work (In the Office),,,,,,,1391.0
00:23:12,5.0,0.203,1.02,At Work (In the Office),,,,,,,1392.0
00:23:13,5.0,0.207,1.04,At Work (In the Office),,,,,,,1393.0
00:23:14,5.0,0.198,0.99,At Work (In the Office),,,,,,,1394.0
00:23:15,5.0,0.198,0.99,At Work (In the Office),,,,,,,1395.0
00:23:16,5.0,0.206,1.03,At Work (In the Office),,,,,,,1396.0
00:23:17,5.0,0.198,0.99,At Work (In the Office),,,,,,,1397.0
00:23:18,5.0,0.195,0.975,At Work (In the Office),,,,,,,1398.0
00:23:19,5.0,0.199,0.995,At Work (In the Office),,,,,,,1399.0
00:23:20,5.0,0.196,0.98,At Work (In the Office),,,,,,,1400.0
00:23:21,5.0,0.205,1.03,At Work (In the Office),,,,,,,1401.0
00:23:22,5.0,0.198,0.99,At Work (In the Office),,,,,,,1402.0
00:23:23,5.0,0.196,0.98,At Work (In the Office),,,,,,,1403.0
00:23:24,5.0,0.21,1.05,At Work (In the Office),,,,,,,1404.0
00:23:25,5.0,0.233,1.17,At Work (In the Office),,,,,,,1405.0
00:23:26,5.0,0.208,1.04,At Work (In the Office),,,,,,,1406.0
00:23:27,5.0,0.202,1.01,At Work (In the Office),,,,,,,1407.0
00:23:28,5.0,0.199,0.995,At Work (In the Office),,,,,,,1408.0
00:23:29,5.0,0.204,1.02,At Work (In the Office),,,,,,,1409.0
00:23:30,5.0,0.202,1.01,At Work (In the Office),,,,,,,1410.0
00:23:31,5.0,0.203,1.02,At Work (In the Office),,,,,,,1411.0
00:23:32,5.0,0.202,1.01,At Work (In the Office),,,,,,,1412.0
00:23:33,5.0,0.196,0.98,At Work (In the Office),,,,,,,1413.0
00:23:34,5.0,0.207,1.04,At Work (In the Office),,,,,,,1414.0
00:23:35,5.0,0.196,0.98,At Work (In the Office),,,,,,,1415.0
00:23:36,5.0,0.2,1.0,At Work (In the Office),,,,,,,1416.0
00:23:37,5.0,0.209,1.05,At Work (In the Office),,,,,,,1417.0
00:23:38,5.0,0.198,0.99,At Work (In the Office),,,,,,,1418.0
00:23:39,5.0,0.209,1.05,At Work (In the Office),,,,,,,1419.0
00:23:40,5.0,0.2,1.0,At Work (In the Office),,,,,,,1420.0
00:23:41,5.0,0.201,1.01,At Work (In the Office),,,,,,,1421.0
00:23:42,5.0,0.195,0.975,At Work (In the Office),,,,,,,1422.0
00:23:43,5.0,0.203,1.02,At Work (In the Office),,,,,,,1423.0
00:23:44,5.0,0.198,0.99,At Work (In the Office),,,,,,,1424.0
00:23:45,5.0,0.202,1.01,At Work (In the Office),,,,,,,1425.0
00:23:46,5.0,0.198,0.99,At Work (In the Office),,,,,,,1426.0
00:23:47,5.0,0.206,1.03,At Work (In the Office),,,,,,,1427.0
00:23:48,5.0,0.198,0.99,At Work (In the Office),,,,,,,1428.0
00:23:49,5.0,0.196,0.98,At Work (In the Office),,,,,,,1429.0
00:23:50,5.0,0.21,1.05,At Work (In the Office),,,,,,,1430.0
00:23:51,5.0,0.199,0.995,At Work (In the Office),,,,,,,1431.0
00:23:52,5.0,0.195,0.975,At Work (In the Office),,,,,,,1432.0
00:23:53,5.0,0.242,1.21,At Work (In the Office),,,,,,,1433.0
00:23:54,5.0,0.228,1.14,At Work (In the Office),,,,,,,1434.0
00:23:55,5.0,0.202,1.01,At Work (In the Office),,,,,,,1435.0
00:23:56,5.0,0.199,0.995,At Work (In the Office),,,,,,,1436.0
00:23:57,5.0,0.195,0.975,At Work (In the Office),,,,,,,1437.0
00:23:58,5.0,0.211,1.06,At Work (In the Office),,,,,,,1438.0
00:23:59,5.0,0.195,0.975,At Work (In the Office),,,,,,,1439.0
00:24:00,5.0,0.228,1.14,At Work (In the Office),,,,,,,1440.0
00:24:01,5.0,0.216,1.08,At Work (In the Office),,,,,,,1441.0
00:24:02,5.0,0.222,1.11,At Work (In the Office),,,,,,,1442.0
00:24:03,5.0,0.204,1.02,At Work (In the Office),,,,,,,1443.0
00:24:04,5.0,0.194,0.97,At Work (In the Office),,,,,,,1444.0
00:24:05,5.0,0.198,0.99,At Work (In the Office),,,,,,,1445.0
00:24:06,5.0,0.195,0.975,At Work (In the Office),,,,,,,1446.0
00:24:07,5.0,0.198,0.99,At Work (In the Office),,,,,,,1447.0
00:24:08,5.0,0.229,1.15,At Work (In the Office),,,,,,,1448.0
00:24:09,5.0,0.195,0.975,At Work (In the Office),,,,,,,1449.0
00:24:10,5.0,0.198,0.99,At Work (In the Office),,,,,,,1450.0
00:24:11,5.0,0.207,1.04,At Work (In the Office),,,,,,,1451.0
00:24:12,5.0,0.201,1.01,At Work (In the Office),,,,,,,1452.0
00:24:13,5.0,0.206,1.03,At Work (In the Office),,,,,,,1453.0
00:24:14,5.0,0.195,0.975,At Work (In the Office),,,,,,,1454.0
00:24:15,5.0,0.198,0.99,At Work (In the Office),,,,,,,1455.0
00:24:16,5.0,0.231,1.16,At Work (In the Office),,,,,,,1456.0
00:24:17,5.0,0.203,1.02,At Work (In the Office),,,,,,,1457.0
00:24:18,5.0,0.196,0.98,At Work (In the Office),,,,,,,1458.0
00:24:19,5.0,0.209,1.05,At Work (In the Office),,,,,,,1459.0
00:24:20,5.0,0.199,0.995,At Work (In the Office),,,,,,,1460.0
00:24:21,5.0,0.207,1.04,At Work (In the Office),,,,,,,1461.0
00:24:22,5.0,0.199,0.995,At Work (In the Office),,,,,,,1462.0
00:24:23,5.0,0.195,0.975,At Work (In the Office),,,,,,,1463.0
00:24:24,5.0,0.233,1.17,At Work (In the Office),,,,,,,1464.0
00:24:25,5.0,0.198,0.99,At Work (In the Office),,,,,,,1465.0
00:24:26,5.0,0.198,0.99,At Work (In the Office),,,,,,,1466.0
00:24:27,5.0,0.198,0.99,At Work (In the Office),,,,,,,1467.0
00:24:28,5.0,0.195,0.975,At Work (In the Office),,,,,,,1468.0
00:24:29,5.0,0.204,1.02,At Work (In the Office),,,,,,,1469.0
00:24:30,5.0,0.199,0.995,At Work (In the Office),,,,,,,1470.0
00:24:31,5.0,0.195,0.975,At Work (In the Office),,,,,,,1471.0
00:24:32,5.0,0.213,1.07,At Work (In the Office),,,,,,,1472.0
00:24:33,5.0,0.194,0.97,At Work (In the Office),,,,,,,1473.0
00:24:34,5.0,0.21,1.05,At Work (In the Office),,,,,,,1474.0
00:24:35,5.0,0.195,0.975,At Work (In the Office),,,,,,,1475.0
00:24:36,5.0,0.198,0.99,At Work (In the Office),,,,,,,1476.0
00:24:37,5.0,0.205,1.03,At Work (In the Office),,,,,,,1477.0
00:24:38,5.0,0.195,0.975,At Work (In the Office),,,,,,,1478.0
00:24:39,5.0,0.198,0.99,At Work (In the Office),,,,,,,1479.0
00:24:40,5.0,0.197,0.985,At Work (In the Office),,,,,,,1480.0
00:24:41,5.0,0.198,0.99,At Work (In the Office),,,,,,,1481.0
00:24:42,5.0,0.231,1.16,At Work (In the Office),,,,,,,1482.0
00:24:43,5.0,0.195,0.975,At Work (In the Office),,,,,,,1483.0
00:24:44,5.0,0.203,1.02,At Work (In the Office),,,,,,,1484.0
00:24:45,5.0,0.207,1.04,At Work (In the Office),,,,,,,1485.0
00:24:46,5.0,0.198,0.99,At Work (In the Office),,,,,,,1486.0
00:24:47,5.0,0.208,1.04,At Work (In the Office),,,,,,,1487.0
00:24:48,5.0,0.196,0.98,At Work (In the Office),,,,,,,1488.0
00:24:49,5.0,0.202,1.01,At Work (In the Office),,,,,,,1489.0
00:24:50,5.0,0.228,1.14,At Work (In the Office),,,,,,,1490.0
00:24:51,5.0,0.199,0.995,At Work (In the Office),,,,,,,1491.0
00:24:52,5.0,0.198,0.99,At Work (In the Office),,,,,,,1492.0
00:24:53,5.0,0.215,1.08,At Work (In the Office),,,,,,,1493.0
00:24:54,5.0,0.232,1.16,At Work (In the Office),,,,,,,1494.0
00:24:55,5.0,0.235,1.18,At Work (In the Office),,,,,,,1495.0
00:24:56,5.0,0.198,0.99,At Work (In the Office),,,,,,,1496.0
00:24:57,5.0,0.198,0.99,At Work (In the Office),,,,,,,1497.0
00:24:58,5.0,0.232,1.16,At Work (In the Office),,,,,,,1498.0
00:24:59,5.0,0.198,0.99,At Work (In the Office),,,,,,,1499.0
00:25:00,5.0,0.199,0.995,At Work (In the Office),,,,,,,1500.0
00:25:01,5.0,0.199,0.995,At Work (In the Office),,,,,,,1501.0
00:25:02,5.0,0.203,1.02,At Work (In the Office),,,,,,,1502.0
00:25:03,5.0,0.2,1.0,At Work (In the Office),,,,,,,1503.0
00:25:04,5.0,0.195,0.975,At Work (In the Office),,,,,,,1504.0
00:25:05,5.0,0.2,1.0,At Work (In the Office),,,,,,,1505.0
00:25:06,5.0,0.232,1.16,At Work (In the Office),,,,,,,1506.0
00:25:07,5.0,0.197,0.985,At Work (In the Office),,,,,,,1507.0
00:25:08,5.0,0.211,1.06,At Work (In the Office),,,,,,,1508.0
00:25:09,5.0,0.197,0.985,At Work (In the Office),,,,,,,1509.0
00:25:10,5.0,0.201,1.01,At Work (In the Office),,,,,,,1510.0
00:25:11,5.0,0.203,1.02,At Work (In the Office),,,,,,,1511.0
00:25:12,5.0,0.195,0.975,At Work (In the Office),,,,,,,1512.0
00:25:13,5.0,0.202,1.01,At Work (In the Office),,,,,,,1513.0
00:25:14,5.0,0.2,1.0,At Work (In the Office),,,,,,,1514.0
00:25:15,5.0,0.198,0.99,At Work (In the Office),,,,,,,1515.0
00:25:16,5.0,0.209,1.05,At Work (In the Office),,,,,,,1516.0
00:25:17,5.0,0.195,0.975,At Work (In the Office),,,,,,,1517.0
00:25:18,5.0,0.201,1.01,At Work (In the Office),,,,,,,1518.0
00:25:19,5.0,0.206,1.03,At Work (In the Office),,,,,,,1519.0
00:25:20,5.0,0.202,1.01,At Work (In the Office),,,,,,,1520.0
00:25:21,5.0,0.204,1.02,At Work (In the Office),,,,,,,1521.0
00:25:22,5.0,0.198,0.99,At Work (In the Office),,,,,,,1522.0
00:25:23,5.0,0.198,0.99,At Work (In the Office),,,,,,,1523.0
00:25:24,5.0,0.226,1.13,At Work (In the Office),,,,,,,1524.0
00:25:25,5.0,0.201,1.01,At Work (In the Office),,,,,,,1525.0
00:25:26,5.0,0.195,0.975,At Work (In the Office),,,,,,,1526.0
00:25:27,5.0,0.207,1.04,At Work (In the Office),,,,,,,1527.0
00:25:28,5.0,0.198,0.99,At Work (In the Office),,,,,,,1528.0
00:25:29,5.0,0.207,1.04,At Work (In the Office),,,,,,,1529.0
00:25:30,5.0,0.198,0.99,At Work (In the Office),,,,,,,1530.0
00:25:31,5.0,0.194,0.97,At Work (In the Office),,,,,,,1531.0
00:25:32,5.0,0.226,1.13,At Work (In the Office),,,,,,,1532.0
00:25:33,5.0,0.199,0.995,At Work (In the Office),,,,,,,1533.0
00:25:34,5.0,0.201,1.01,At Work (In the Office),,,,,,,1534.0
00:25:35,5.0,0.198,0.99,At Work (In the Office),,,,,,,1535.0
00:25:36,5.0,0.195,0.975,At Work (In the Office),,,,,,,1536.0
00:25:37,5.0,0.203,1.02,At Work (In the Office),,,,,,,1537.0
00:25:38,5.0,0.195,0.975,At Work (In the Office),,,,,,,1538.0
00:25:39,5.0,0.198,0.99,At Work (In the Office),,,,,,,1539.0
00:25:40,5.0,0.212,1.06,At Work (In the Office),,,,,,,1540.0
00:25:41,5.0,0.195,0.975,At Work (In the Office),,,,,,,1541.0
00:25:42,5.0,0.21,1.05,At Work (In the Office),,,,,,,1542.0
00:25:43,5.0,0.195,0.975,At Work (In the Office),,,,,,,1543.0
00:25:44,5.0,0.201,1.01,At Work (In the Office),,,,,,,1544.0
00:25:45,5.0,0.209,1.05,At Work (In the Office),,,,,,,1545.0
00:25:46,5.0,0.195,0.975,At Work (In the Office),,,,,,,1546.0
00:25:47,5.0,0.198,0.99,At Work (In the Office),,,,,,,1547.0
00:25:48,5.0,0.229,1.15,At Work (In the Office),,,,,,,1548.0
00:25:49,5.0,0.203,1.02,At Work (In the Office),,,,,,,1549.0
00:25:50,5.0,0.204,1.02,At Work (In the Office),,,,,,,1550.0
00:25:51,5.0,0.229,1.15,At Work (In the Office),,,,,,,1551.0
00:25:52,5.0,0.198,0.99,At Work (In the Office),,,,,,,1552.0
00:25:53,5.0,0.209,1.05,At Work (In the Office),,,,,,,1553.0
00:25:54,5.0,0.234,1.17,At Work (In the Office),,,,,,,1554.0
00:25:55,5.0,0.233,1.17,At Work (In the Office),,,,,,,1555.0
00:25:56,5.0,0.202,1.01,At Work (In the Office),,,,,,,1556.0
00:25:57,5.0,0.198,0.99,At Work (In the Office),,,,,,,1557.0
00:25:58,5.0,0.195,0.975,At Work (In the Office),,,,,,,1558.0
00:25:59,5.0,0.201,1.01,At Work (In the Office),,,,,,,1559.0
00:26:00,5.0,0.195,0.975,At Work (In the Office),,,,,,,1560.0
00:26:01,5.0,0.206,1.03,At Work (In the Office),,,,,,,1561.0
00:26:02,5.0,0.196,0.98,At Work (In the Office),,,,,,,1562.0
00:26:03,5.0,0.208,1.04,At Work (In the Office),,,,,,,1563.0
00:26:04,5.0,0.2,1.0,At Work (In the Office),,,,,,,1564.0
00:26:05,5.0,0.194,0.97,At Work (In the Office),,,,,,,1565.0
00:26:06,5.0,0.212,1.06,At Work (In the Office),,,,,,,1566.0
00:26:07,5.0,0.196,0.98,At Work (In the Office),,,,,,,1567.0
00:26:08,5.0,0.201,1.01,At Work (In the Office),,,,,,,1568.0
00:26:09,5.0,0.201,1.01,At Work (In the Office),,,,,,,1569.0
00:26:10,5.0,0.195,0.975,At Work (In the Office),,,,,,,1570.0
00:26:11,5.0,0.2,1.0,At Work (In the Office),,,,,,,1571.0
00:26:12,5.0,0.195,0.975,At Work (In the Office),,,,,,,1572.0
00:26:13,5.0,0.198,0.99,At Work (In the Office),,,,,,,1573.0
00:26:14,5.0,0.227,1.14,At Work (In the Office),,,,,,,1574.0
00:26:15,5.0,0.195,0.975,At Work (In the Office),,,,,,,1575.0
00:26:16,5.0,0.212,1.06,At Work (In the Office),,,,,,,1576.0
00:26:17,5.0,0.23,1.15,At Work (In the Office),,,,,,,1577.0
00:26:18,5.0,0.198,0.99,At Work (In the Office),,,,,,,1578.0
00:26:19,5.0,0.202,1.01,At Work (In the Office),,,,,,,1579.0
00:26:20,5.0,0.197,0.985,At Work (In the Office),,,,,,,1580.0
00:26:21,5.0,0.199,0.995,At Work (In the Office),,,,,,,1581.0
00:26:22,5.0,0.196,0.98,At Work (In the Office),,,,,,,1582.0
00:26:23,5.0,0.198,0.99,At Work (In the Office),,,,,,,1583.0
00:26:24,5.0,0.207,1.04,At Work (In the Office),,,,,,,1584.0
00:26:25,5.0,0.202,1.01,At Work (In the Office),,,,,,,1585.0
00:26:26,5.0,0.202,1.01,At Work (In the Office),,,,,,,1586.0
00:26:27,5.0,0.207,1.04,At Work (In the Office),,,,,,,1587.0
00:26:28,5.0,0.199,0.995,At Work (In the Office),,,,,,,1588.0
00:26:29,5.0,0.205,1.03,At Work (In the Office),,,,,,,1589.0
00:26:30,5.0,0.201,1.01,At Work (In the Office),,,,,,,1590.0
00:26:31,5.0,0.197,0.985,At Work (In the Office),,,,,,,1591.0
00:26:32,5.0,0.231,1.16,At Work (In the Office),,,,,,,1592.0
00:26:33,5.0,0.198,0.99,At Work (In the Office),,,,,,,1593.0
00:26:34,5.0,0.197,0.985,At Work (In the Office),,,,,,,1594.0
00:26:35,5.0,0.207,1.04,At Work (In the Office),,,,,,,1595.0
00:26:36,5.0,0.195,0.975,At Work (In the Office),,,,,,,1596.0
00:26:37,5.0,0.21,1.05,At Work (In the Office),,,,,,,1597.0
00:26:38,5.0,0.198,0.99,At Work (In the Office),,,,,,,1598.0
00:26:39,5.0,0.195,0.975,At Work (In the Office),,,,,,,1599.0
00:26:40,5.0,0.207,1.04,At Work (In the Office),,,,,,,1600.0
00:26:41,5.0,0.196,0.98,At Work (In the Office),,,,,,,1601.0
00:26:42,5.0,0.203,1.02,At Work (In the Office),,,,,,,1602.0
00:26:43,5.0,0.198,0.99,At Work (In the Office),,,,,,,1603.0
00:26:44,5.0,0.195,0.975,At Work (In the Office),,,,,,,1604.0
00:26:45,5.0,0.202,1.01,At Work (In the Office),,,,,,,1605.0
00:26:46,5.0,0.194,0.97,At Work (In the Office),,,,,,,1606.0
00:26:47,5.0,0.197,0.985,At Work (In the Office),,,,,,,1607.0
00:26:48,5.0,0.205,1.03,At Work (In the Office),,,,,,,1608.0
00:26:49,5.0,0.197,0.985,At Work (In the Office),,,,,,,1609.0
00:26:50,5.0,0.213,1.07,At Work (In the Office),,,,,,,1610.0
00:26:51,5.0,0.195,0.975,At Work (In the Office),,,,,,,1611.0
00:26:52,5.0,0.198,0.99,At Work (In the Office),,,,,,,1612.0
00:26:53,5.0,0.204,1.02,At Work (In the Office),,,,,,,1613.0
00:26:54,5.0,0.201,1.01,At Work (In the Office),,,,,,,1614.0
00:26:55,5.0,0.238,1.19,At Work (In the Office),,,,,,,1615.0
00:26:56,5.0,0.226,1.13,At Work (In the Office),,,,,,,1616.0
00:26:57,5.0,0.198,0.99,At Work (In the Office),,,,,,,1617.0
00:26:58,5.0,0.204,1.02,At Work (In the Office),,,,,,,1618.0
00:26:59,5.0,0.199,0.995,At Work (In the Office),,,,,,,1619.0
00:27:00,5.0,0.198,0.99,At Work (In the Office),,,,,,,1620.0
00:27:01,5.0,0.207,1.04,At Work (In the Office),,,,,,,1621.0
00:27:02,5.0,0.198,0.99,At Work (In the Office),,,,,,,1622.0
00:27:03,5.0,0.206,1.03,At Work (In the Office),,,,,,,1623.0
00:27:04,5.0,0.199,0.995,At Work (In the Office),,,,,,,1624.0
00:27:05,5.0,0.195,0.975,At Work (In the Office),,,,,,,1625.0
00:27:06,5.0,0.198,0.99,At Work (In the Office),,,,,,,1626.0
00:27:07,5.0,0.201,1.01,At Work (In the Office),,,,,,,1627.0
00:27:08,5.0,0.195,0.975,At Work (In the Office),,,,,,,1628.0
00:27:09,5.0,0.234,1.17,At Work (In the Office),,,,,,,1629.0
00:27:10,5.0,0.2,1.0,At Work (In the Office),,,,,,,1630.0
00:27:11,5.0,0.243,1.22,At Work (In the Office),,,,,,,1631.0
00:27:12,5.0,0.2,1.0,At Work (In the Office),,,,,,,1632.0
00:27:13,5.0,0.195,0.975,At Work (In the Office),,,,,,,1633.0
00:27:14,5.0,0.207,1.04,At Work (In the Office),,,,,,,1634.0
00:27:15,5.0,0.197,0.985,At Work (In the Office),,,,,,,1635.0
00:27:16,5.0,0.2,1.0,At Work (In the Office),,,,,,,1636.0
00:27:17,5.0,0.197,0.985,At Work (In the Office),,,,,,,1637.0
00:27:18,5.0,0.197,0.985,At Work (In the Office),,,,,,,1638.0
00:27:19,5.0,0.199,0.995,At Work (In the Office),,,,,,,1639.0
00:27:20,5.0,0.195,0.975,At Work (In the Office),,,,,,,1640.0
00:27:21,5.0,0.198,0.99,At Work (In the Office),,,,,,,1641.0
00:27:22,5.0,0.204,1.02,At Work (In the Office),,,,,,,1642.0
00:27:23,5.0,0.2,1.0,At Work (In the Office),,,,,,,1643.0
00:27:24,5.0,0.21,1.05,At Work (In the Office),,,,,,,1644.0
00:27:25,5.0,0.195,0.975,At Work (In the Office),,,,,,,1645.0
00:27:26,5.0,0.201,1.01,At Work (In the Office),,,,,,,1646.0
00:27:27,5.0,0.202,1.01,At Work (In the Office),,,,,,,1647.0
00:27:28,5.0,0.199,0.995,At Work (In the Office),,,,,,,1648.0
00:27:29,5.0,0.198,0.99,At Work (In the Office),,,,,,,1649.0
00:27:30,5.0,0.231,1.16,At Work (In the Office),,,,,,,1650.0
00:27:31,5.0,0.201,1.01,At Work (In the Office),,,,,,,1651.0
00:27:32,5.0,0.241,1.21,At Work (In the Office),,,,,,,1652.0
00:27:33,5.0,0.198,0.99,At Work (In the Office),,,,,,,1653.0
00:27:34,5.0,0.195,0.975,At Work (In the Office),,,,,,,1654.0
00:27:35,5.0,0.21,1.05,At Work (In the Office),,,,,,,1655.0
00:27:36,5.0,0.199,0.995,At Work (In the Office),,,,,,,1656.0
00:27:37,5.0,0.203,1.02,At Work (In the Office),,,,,,,1657.0
00:27:38,5.0,0.198,0.99,At Work (In the Office),,,,,,,1658.0
00:27:39,5.0,0.195,0.975,At Work (In the Office),,,,,,,1659.0
00:27:40,5.0,0.2,1.0,At Work (In the Office),,,,,,,1660.0
00:27:41,5.0,0.198,0.99,At Work (In the Office),,,,,,,1661.0
00:27:42,5.0,0.195,0.975,At Work (In the Office),,,,,,,1662.0
00:27:43,5.0,0.208,1.04,At Work (In the Office),,,,,,,1663.0
00:27:44,5.0,0.195,0.975,At Work (In the Office),,,,,,,1664.0
00:27:45,5.0,0.21,1.05,At Work (In the Office),,,,,,,1665.0
00:27:46,5.0,0.197,0.985,At Work (In the Office),,,,,,,1666.0
00:27:47,5.0,0.196,0.98,At Work (In the Office),,,,,,,1667.0
00:27:48,5.0,0.211,1.06,At Work (In the Office),,,,,,,1668.0
00:27:49,5.0,0.194,0.97,At Work (In the Office),,,,,,,1669.0
00:27:50,5.0,0.204,1.02,At Work (In the Office),,,,,,,1670.0
00:27:51,5.0,0.198,0.99,At Work (In the Office),,,,,,,1671.0
00:27:52,5.0,0.198,0.99,At Work (In the Office),,,,,,,1672.0
00:27:53,5.0,0.201,1.01,At Work (In the Office),,,,,,,1673.0
00:27:54,5.0,0.197,0.985,At Work (In the Office),,,,,,,1674.0
00:27:55,5.0,0.198,0.99,At Work (In the Office),,,,,,,1675.0
00:27:56,5.0,0.229,1.15,At Work (In the Office),,,,,,,1676.0
00:27:57,5.0,0.232,1.16,At Work (In the Office),,,,,,,1677.0
00:27:58,5.0,0.21,1.05,At Work (In the Office),,,,,,,1678.0
00:27:59,5.0,0.195,0.975,At Work (In the Office),,,,,,,1679.0
00:28:00,5.0,0.198,0.99,At Work (In the Office),,,,,,,1680.0
00:28:01,5.0,0.205,1.03,At Work (In the Office),,,,,,,1681.0
00:28:02,5.0,0.198,0.99,At Work (In the Office),,,,,,,1682.0
00:28:03,5.0,0.227,1.14,At Work (In the Office),,,,,,,1683.0
00:28:04,5.0,0.231,1.16,At Work (In the Office),,,,,,,1684.0
00:28:05,5.0,0.199,0.995,At Work (In the Office),,,,,,,1685.0
00:28:06,5.0,0.203,1.02,At Work (In the Office),,,,,,,1686.0
00:28:07,5.0,0.201,1.01,At Work (In the Office),,,,,,,1687.0
00:28:08,5.0,0.195,0.975,At Work (In the Office),,,,,,,1688.0
00:28:09,5.0,0.211,1.06,At Work (In the Office),,,,,,,1689.0
00:28:10,5.0,0.201,1.01,At Work (In the Office),,,,,,,1690.0
00:28:11,5.0,0.207,1.04,At Work (In the Office),,,,,,,1691.0
00:28:12,5.0,0.218,1.09,At Work (In the Office),,,,,,,1692.0
00:28:13,5.0,0.195,0.975,At Work (In the Office),,,,,,,1693.0
00:28:14,5.0,0.198,0.99,At Work (In the Office),,,,,,,1694.0
00:28:15,5.0,0.197,0.985,At Work (In the Office),,,,,,,1695.0
00:28:16,5.0,0.195,0.975,At Work (In the Office),,,,,,,1696.0
00:28:17,5.0,0.202,1.01,At Work (In the Office),,,,,,,1697.0
00:28:18,5.0,0.194,0.97,At Work (In the Office),,,,,,,1698.0
00:28:19,5.0,0.224,1.12,At Work (In the Office),,,,,,,1699.0
00:28:20,5.0,0.2,1.0,At Work (In the Office),,,,,,,1700.0
00:28:21,5.0,0.198,0.99,At Work (In the Office),,,,,,,1701.0
00:28:22,5.0,0.211,1.06,At Work (In the Office),,,,,,,1702.0
00:28:23,5.0,0.196,0.98,At Work (In the Office),,,,,,,1703.0
00:28:24,5.0,0.201,1.01,At Work (In the Office),,,,,,,1704.0
00:28:25,5.0,0.196,0.98,At Work (In the Office),,,,,,,1705.0
00:28:26,5.0,0.211,1.06,At Work (In the Office),,,,,,,1706.0
00:28:27,5.0,0.209,1.05,At Work (In the Office),,,,,,,1707.0
00:28:28,5.0,0.195,0.975,At Work (In the Office),,,,,,,1708.0
00:28:29,5.0,0.199,0.995,At Work (In the Office),,,,,,,1709.0
00:28:30,5.0,0.207,1.04,At Work (In the Office),,,,,,,1710.0
00:28:31,5.0,0.198,0.99,At Work (In the Office),,,,,,,1711.0
00:28:32,5.0,0.211,1.06,At Work (In the Office),,,,,,,1712.0
00:28:33,5.0,0.222,1.11,At Work (In the Office),,,,,,,1713.0
00:28:34,5.0,0.198,0.99,At Work (In the Office),,,,,,,1714.0
00:28:35,5.0,0.203,1.02,At Work (In the Office),,,,,,,1715.0
00:28:36,5.0,0.198,0.99,At Work (In the Office),,,,,,,1716.0
00:28:37,5.0,0.232,1.16,At Work (In the Office),,,,,,,1717.0
00:28:38,5.0,0.229,1.15,At Work (In the Office),,,,,,,1718.0
00:28:39,5.0,0.207,1.04,At Work (In the Office),,,,,,,1719.0
00:28:40,5.0,0.209,1.05,At Work (In the Office),,,,,,,1720.0
00:28:41,5.0,0.198,0.99,At Work (In the Office),,,,,,,1721.0
00:28:42,5.0,0.195,0.975,At Work (In the Office),,,,,,,1722.0
00:28:43,5.0,0.21,1.05,At Work (In the Office),,,,,,,1723.0
00:28:44,5.0,0.199,0.995,At Work (In the Office),,,,,,,1724.0
00:28:45,5.0,0.205,1.03,At Work (In the Office),,,,,,,1725.0
00:28:46,5.0,0.216,1.08,At Work (In the Office),,,,,,,1726.0
00:28:47,5.0,0.199,0.995,At Work (In the Office),,,,,,,1727.0
00:28:48,5.0,0.207,1.04,At Work (In the Office),,,,,,,1728.0
00:28:49,5.0,0.195,0.975,At Work (In the Office),,,,,,,1729.0
00:28:50,5.0,0.198,0.99,At Work (In the Office),,,,,,,1730.0
00:28:51,5.0,0.205,1.03,At Work (In the Office),,,,,,,1731.0
00:28:52,5.0,0.197,0.985,At Work (In the Office),,,,,,,1732.0
00:28:53,5.0,0.233,1.17,At Work (In the Office),,,,,,,1733.0
00:28:54,5.0,0.198,0.99,At Work (In the Office),,,,,,,1734.0
00:28:55,5.0,0.201,1.01,At Work (In the Office),,,,,,,1735.0
00:28:56,5.0,0.242,1.21,At Work (In the Office),,,,,,,1736.0
00:28:57,5.0,0.23,1.15,At Work (In the Office),,,,,,,1737.0
